,Unnamed: 0,Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_labels,aws_sentiment
246,246,@DunkinDonutsKSA دانكن يوم عن يوم الدونات عندكم تصير اسوى عن قبل ، بختصار .,دانكن الدونات عندكم تصير اسوى بختصار,,6,negative,-1,-1,negative,NEUTRAL
247,247,@DunkinDonutsKSA زعلتوني ي دانكن وين البلاك كوفي؟😢,زعلتوني دانكن وين البلاك كوفي,['😢'],5,negative,-1,-1,negative,NEUTRAL
248,248,@DunkinDonutsKSA شركة دانكن بتخسر بسبب موظفينها,شركة دانكن بتخسر موظفينها,,4,negative,-1,-1,negative,NEGATIVE
249,249,@DunkinDonutsKSA شوفوا حل لقهوتكم السوداء لانها تغيرت وصارت لا تُستساغ ، نبي قهوة دانكن القديمه والمعروفه,شوفوا حل لقهوتكم السوداء لانها تغيرت وصارت تستساغ نبي قهوة دانكن القديمه والمعروفه,,13,negative,-1,-1,negative,NEUTRAL
250,250,@DunkinDonutsKSA فين عروض الثلاثاء يا دانكن؟💔😞,فين عروض الثلاثاء دانكن,"['😞', '💔']",4,negative,-1,-1,neutral,NEUTRAL
251,251,@DunkinDonutsKSA لاتقولون ان افضل قهوة هي  دانكن مستحيل لانها غاليه بالحيل والدونات صغيرة وطعمها سيء على عكس الدانكن الاميركي,لاتقولون افضل قهوة دانكن مستحيل لانها غاليه بالحيل والدونات صغيرة وطعمها سيء عكس الدانكن الاميركي,,15,negative,-1,-1,neutral,NEGATIVE
252,252,"@DunkinDonutsKSA للأسف صار لي شهر اطلب قهوه
وريحتها معفنه وطعمها سئ
السبب عدم تغيير الفلتر حق القهوه وغسله بشكل صحيح
٢-اتمني انكم تختارون بارستا  مهتم ومحب لتقديم القهوه
أغلب العماله للأسف تشعر وكأنه مو حاب الشغل
وداعا دانكن
ولاكن لقيت البديل بمراحل",للاسف شهر اطلب قهوه وريحتها معفنه وطعمها سئ السبب تغيير الفلتر حق القهوه وغسله صحيح اتمني انكم تختارون بارستا مهتم ومحب لتقديم القهوه اغلب العماله للاسف تشعر وكانه مو حاب الشغل وداعا دانكن ولاكن لقيت البديل بمراحل,,37,negative,-1,-1,negative,NEGATIVE
253,253,@DunkinDonutsKSA لي فترة اخذ ايس امريكانو دانكن فرع حريملاء ، والموية جدا جدا سيئة طعمها طعم موية بزبوز الحنفية ولي فترة اقول لكم ولا شفت اي تغييير ، اتمنى النظر في هذة المشكلة لأنه شيء لايحتمل 🤢@DunkinDonutsKSA  @Dunkincareksa,فترة اخذ ايس امريكانو دانكن فرع حريملاء والموية سيئة طعمها طعم موية بزبوز الحنفية ولي فترة اقول شفت تغييير اتمنى النظر هذة المشكلة لانه شيء لايحتمل,['🤢'],26,negative,-1,-1,negative,NEGATIVE
254,254,@DunkinDonutsKSA مبطييين والله ،اجل بكرا ان شاء الله الى دانكن والحافظ الله 7:40AM😵🤣 https://t.co/kBf6zf5P86,مبطييين والله بكرا شاء الله دانكن والحافظ الله AM,"['🤣', '😵']",9,positive,-1,1,positive,POSITIVE
255,255,@DunkinDonutsKSA وش بينكم وبين المراء يا دانكن ؟ وين عروض يومنا !!,وش بينكم المراء دانكن وين عروض يومنا,,7,negative,-1,-1,neutral,NEUTRAL
256,256,@DunkinDonutsKSA وين العروض الشهر الماضي #دانكن ماهي عاده,وين العروض الشهر ماهي عاده,,5,negative,-1,-1,neutral,NEUTRAL
257,257,@dyauii المشكلة حقت ستاربكس من اسوأهم روحوا شي ازين,المشكلة حقت ستاربكس اسواهم روحوا شي ازين,,7,negative,-1,-1,negative,NEGATIVE
258,258,@dyauii ستل حق ستاربكس من اسوا الماتشا اللي شربتهم,ستل حق ستاربكس اسوا الماتشا اللي شربتهم,,7,negative,-1,-1,negative,NEUTRAL
259,259,@e_bad1 دانكن والله زحمه😂,دانكن والله زحمه,['😂'],3,negative,-1,-1,negative,POSITIVE
260,260,@e_mgjo @v1jlw @Albahaprojects @DarMakaha @DunkinDonutsKSA لا اشوفك تشتري من دانكن وتصف طابور,اشوفك تشتري دانكن وتصف طابور,,5,negative,-1,-1,negative,NEUTRAL
261,261,@e_turkiiii ودي اجرب الماتشا بس كل ما رحت ستاربكس يقولون مافي🙃,ودي اجرب الماتشا رحت ستاربكس يقولون مافي,['🙃'],7,negative,-1,-1,neutral,NEUTRAL
262,262,@eeeoei مو حلوه ماتشا ستاربكس الي اسويها بالبيت احلا,مو حلوه ماتشا ستاربكس اسويها بالبيت احلا,,7,negative,-1,-1,positive,POSITIVE
263,263,@EEl7_ @9vrir @h3O5h @siiiiI28 @ghzul6 @wla_alhmyd @ronoiii @3jfi_ @rix7e @hs__w7 @pfr5_ @m1m___1 @F_iili7 @I7viu @FA8SAlQ لا ما عندنا نظام ستاربكس مويا وحبتين ثلج,عندنا نظام ستاربكس مويا وحبتين ثلج,,6,negative,-1,-1,negative,NEUTRAL
264,264,@Eeprx الي يفطر ستاربكس مايفهم شي,يفطر ستاربكس مايفهم شي,,4,positive,-1,1,negative,NEUTRAL
265,265,@Eill25 @momo5544332 حق ستاربكس ابداً ماتحمست اجربه,حق ستاربكس ابدا ماتحمست اجربه,,5,negative,-1,-1,positive,NEGATIVE
266,266,@El_sabio___ الله يلوم اللي يلومك فينا و خص ستاربكس:),الله يلوم اللي يلومك فينا خص ستاربكس,,7,negative,-1,-1,negative,NEGATIVE
267,267,@emadhamdyr مش بحب اشربه سادة لازم نسكافيه لكن زمان كنت بشرية مجبره,مش بحب اشربه سادة لازم نسكافيه زمان كنت بشرية مجبره,,10,positive,-1,1,positive,NEGATIVE
268,268,@En_Hattan @sarah_bahowerth ستاربكس عاد؟ أحس أسوء ماتشا يستخدمونها هم,ستاربكس احس اسوء ماتشا يستخدمونها,,5,negative,-1,-1,negative,NEGATIVE
269,269,@eng_zuze @Talaxkd ما اعجبني يشبه كراميل ميكاتو حق دانكن,اعجبني يشبه كراميل ميكاتو حق دانكن,,6,positive,-1,1,positive,POSITIVE
270,270,@EnglishWithMeR @7q_li0 @vz1_7 الظاهر دانكن اعلن افلاسه,li الظاهر دانكن اعلن افلاسه,,5,negative,-1,-1,negative,MIXED
271,271,"@esalcairo ذا روف بس بصراحة جلستهم معفنة
الماريوت رووووووووووعة 
كافيه كيمس أكثر من رائع هذه الأيام",روف بصراحة جلستهم معفنة الماريوت رووووووووووعة كافيه كيمس رائع الايام,,10,positive,-1,1,positive,POSITIVE
272,272,@esskayq جربت حقت ستاربكس وحسيت بطعم سدر,جربت حقت ستاربكس وحسيت بطعم سدر,,6,negative,-1,-1,positive,NEGATIVE
273,273,@ethar_elnahas موديول محتاج أفيون مش نسكافيه,موديول محتاج افيون مش نسكافيه,,5,positive,-1,1,negative,NEGATIVE
274,274,@etll_ ب العكس هو جامد حق ليبتون الي في البقالة اما حق دانكن 🤢 لو جربتيه بتكرهين الايس تي,العكس جامد حق ليبتون البقالة حق دانكن جربتيه بتكرهين الايس,['🤢'],10,positive,-1,1,negative,NEGATIVE
275,275,@f__y_1 اتفق بقوة بلا استاربوكس بلا دانكن,اتفق بقوة بلا استاربوكس بلا دانكن,,6,negative,-1,-1,negative,NEUTRAL
276,276,@fahad1sh @l26h1 انت لو مالك دانكن ما راح يسوي لك فرابية جح 😂😂😂😂,انت مالك دانكن يسوي فرابية جح,['😂'],6,positive,-1,1,negative,NEUTRAL
277,277,@faisal9c جربت حق ستاربكس وحلفت ماعاد اجرب,جربت حق ستاربكس وحلفت ماعاد اجرب,,6,negative,-1,-1,neutral,NEUTRAL
278,278,@FaisalAM_15 حق ستاربكس مو حلو لكن هو مشروب جميل,حق ستاربكس مو حلو مشروب جميل,,6,positive,-1,1,positive,POSITIVE
279,279,@faithfulbandr دانكن يحس بالخيانه,دانكن يحس بالخيانه,,3,negative,-1,-1,negative,NEGATIVE
280,280,@Falahalaklbi رفقا بنا ديرتنا مافيها ماتشا ولا دانكن ولا ستاربكس,رفقا ديرتنا مافيها ماتشا دانكن ستاربكس,,6,negative,-1,-1,negative,NEUTRAL
281,281,@Fawazebub أهم شي لا تروح حق ستاربكس,اهم شي تروح حق ستاربكس,,5,positive,-1,1,neutral,NEUTRAL
282,282,@Fawazebub لا تجرب حق ستاربكس لانه اسوء واحد,تجرب حق ستاربكس لانه اسوء,,5,negative,-1,-1,negative,NEGATIVE
283,283,@FaZeNenio ما احب ستاربكس كلش overrated 🙄🙄,احب ستاربكس كلش overrated,['🙄'],4,positive,-1,1,positive,POSITIVE
284,284,@FdFdHME كلمه قويه مره ارفعي عليه قضيه ف دانكن,كلمه قويه مره ارفعي قضيه دانكن,,6,negative,-1,-1,positive,POSITIVE
285,285,@FDSUBAIE1 @DRHANI_ALABDALY قهوه دانكن الاورجنال مويه,قهوه دانكن الاورجنال مويه,,4,negative,-1,-1,neutral,NEUTRAL
286,286,@FIIlll5 دينيريس تحب ستاربكس لا تلومها,دينيريس تحب ستاربكس تلومها,,4,positive,-1,1,neutral,NEUTRAL
287,287,@Fit_Raneem اسوا ماتشا ستاربكس,اسوا ماتشا ستاربكس,,3,negative,-1,-1,negative,NEUTRAL
288,288,@Fit_Raneem ستاربكس مايضبطونها ابد ابد,ستاربكس مايضبطونها ابد ابد,,4,negative,-1,-1,negative,NEUTRAL
289,289,@fmaa110 هذا نفسه الي بفديو قهوة دانكن ؟,بفديو قهوة دانكن,,3,negative,-1,-1,neutral,NEUTRAL
290,290,@followthebread1 مانحب ستاربكس قهوتهم صايده,مانحب ستاربكس قهوتهم صايده,,4,positive,-1,1,positive,NEUTRAL
291,291,"@fouz_aah لا تقولين ستاربكس 🤢
الله يكرم النعمه",تقولين ستاربكس الله يكرم النعمه,['🤢'],5,positive,-1,1,negative,POSITIVE
292,292,@Fuz99z امااا الا دانكن عاد غريبه منهم 😠,امااا دانكن غريبه منهم,['😠'],4,negative,-1,-1,negative,NEUTRAL
293,293,@G_ea9_ ي حبي لك ادري قهوه دانكن ما تنشرب الا في الشهر مره,حبي ادري قهوه دانكن تنشرب الشهر مره,,7,negative,-1,-1,negative,POSITIVE
294,294,@Gazan241 ستاربكس الي بعلب زي كذا مره طعمه مو حلو🥹,ستاربكس بعلب زي مره طعمه مو حلو,,7,negative,-1,-1,negative,POSITIVE
295,295,@Gazan241 ماقد شربت شي من ستاربكس عجبني,ماقد شربت شي ستاربكس عجبني,,5,negative,-1,-1,positive,POSITIVE
296,296,@getCOFE @Turki_alalshikh @RiyadhSeason @GEA_SA تطبيق فاشل وفيه تلاعب من دانكن بذات,تطبيق فاشل وفيه تلاعب دانكن بذات,,6,negative,-1,-1,negative,NEGATIVE
297,297,@getCOFE دانكن سيء قهوة ماتسوى ريالين,دانكن سيء قهوة ماتسوى ريالين,,5,negative,-1,-1,negative,NEGATIVE
298,298,@gllli99 @gorgeous4ew هي ترا ذا ستاربكس مب محل خطابات تعوذي من إبليس بس,ترا ستاربكس مب محل خطابات تعوذي ابليس,,7,negative,-1,-1,negative,NEUTRAL
299,299,@gojos1mp بموت مدري يمكن عشان اما احط نسكافيه واجد ٢ معلقه,بموت مدري عشان احط نسكافيه واجد معلقه,,7,negative,-1,-1,negative,NEGATIVE
300,300,@GoldenDose تذكرت احد فروع ستاربكس ☠️ يقهر,تذكرت فروع ستاربكس يقهر,['☠️'],4,negative,-1,-1,negative,NEUTRAL
301,301,@GoldenDose ستاربكس في شو مقصرة وياكم,ستاربكس شو مقصرة وياكم,,4,negative,-1,-1,negative,NEGATIVE
302,302,@golnaralgamar دانكن اسوأ دونات و طعمه صناعي,دانكن اسوا دونات طعمه صناعي,,5,negative,-1,-1,negative,NEUTRAL
303,303,@gorgeous4ew انا أعلن مقاطعة ستاربكس…,انا اعلن مقاطعة ستاربكس,,4,positive,-1,1,positive,NEUTRAL
304,304,@gorgeous4ew انا كنت اشتغل في ستاربكس صح ان شغلهم تعب وقرف واكن والله م احد يمسكني عن الصلاة,انا كنت اشتغل ستاربكس صح شغلهم تعب وقرف واكن والله يمسكني الصلاة,,12,negative,-1,-1,negative,MIXED
305,305,@gorgeous4ew دانكن ؟ عديمة ذوق,دانكن عديمة ذوق,,3,negative,-1,-1,negative,NEGATIVE
306,306,@gorgeous4ew دانكن قهوتهم خايسه اصلا,دانكن قهوتهم خايسه اصلا,,4,negative,-1,-1,negative,NEGATIVE
307,307,@gorgeous4ew فعلاً صادق عندنا بالحي فرعين ل قهوة دانكن المشهوره فرع كبير والعماله هنود او بنقاليين التعامل سيء والمكان وصخ حتى لما تطلب تنظيف الطاولات يسوون م يسمعونك لين تخرج ع كبره الا انو فاضي الفرع الثاني سعوديين وفلبيني فوق حسن التعامل نظافه والمحل صغير و زحمه,فعلا صادق عندنا بالحي فرعين قهوة دانكن المشهوره فرع كبير والعماله هنود بنقاليين التعامل سيء والمكان وصخ تطلب تنظيف الطاولات يسوون يسمعونك لين تخرج كبره انو فاضي الفرع سعوديين وفلبيني حسن التعامل نظافه والمحل صغير زحمه,,36,negative,-1,-1,negative,NEGATIVE
308,308,@gorgeous4ew قهوه دانكن بعددد اخصصص,قهوه دانكن بعددد اخصصص,,4,negative,-1,-1,neutral,NEUTRAL
309,309,@gorgeous4ew لا تثق في ذوق اي شخص قهوته من ستاربكس,تثق ذوق شخص قهوته ستاربكس,,5,positive,-1,1,positive,NEUTRAL
310,310,"@gorgeous4ew لا والله مااروح  ستاربكس
اصلا اكون جوعانه",والله مااروح ستاربكس اصلا اكون جوعانه,,6,negative,-1,-1,negative,NEUTRAL
311,311,@gorgeous4ew مستحيل اشتري شي من ستاربكس  🤮,مستحيل اشتري شي ستاربكس,['🤮'],4,negative,-1,-1,positive,NEGATIVE
312,312,@gorgeous4ew والله صادق دانكن قهوة سوداء غير كذا الله يسهل عليكم,والله صادق دانكن قهوة سوداء الله يسهل عليكم,,8,negative,-1,-1,positive,POSITIVE
313,313,@gorgeous4ew يا كذبه عاد دايم دانكن فاضي,كذبه دايم دانكن فاضي,,4,negative,-1,-1,negative,NEGATIVE
314,314,@grizi_8 ماعندنا دانكن بألاردن,ماعندنا دانكن بالاردن,,3,negative,-1,-1,neutral,NEUTRAL
315,315,@gurpah14041 من ستاربكس يناسب المايكرويف كل يوم استخدمه بس ترا ثقيل شوي https://t.co/y56YXlMRxO,ستاربكس يناسب المايكرويف استخدمه ترا ثقيل شوي,,7,negative,-1,-1,negative,POSITIVE
316,316,@gvaonqis @uikil2 ستاربكس بكس مستحيل اجربه ما اطيقه الحمدلله ع النعمه,ستاربكس بكس مستحيل اجربه اطيقه الحمدلله النعمه,,7,positive,-1,1,positive,MIXED
317,317,@h3iixp @vz1_7 مق ستاربكس ب ٩٥ ريال وبدون قهوه 🥲💔,مق ستاربكس وبدون قهوه,"['\U0001f972', '💔']",4,negative,-1,-1,negative,NEUTRAL
318,318,@h7a3_ ايي الكل يقول ستاربكس ماش بالماتشا لاحظت,ايي الكل يقول ستاربكس ماش بالماتشا لاحظت,,7,negative,-1,-1,negative,MIXED
319,319,"@habibaahmedI كنت لسه بفكر ليه ممكن كلب يشتغل في دانكن و ليه ممكن يكون مسؤول عن توزيع قطع الدوناتس 
دانكن دوهوهونتس",كنت لسه بفكر ليه ممكن كلب يشتغل دانكن ليه ممكن مسؤول توزيع قطع الدوناتس دانكن دوهوهونتس,,16,negative,-1,-1,negative,NEUTRAL
320,320,@hadax55 حق ستاربكس مرة خايس تشربينه سادة او مع اضافات؟,حق ستاربكس مرة خايس تشربينه سادة اضافات,,7,positive,-1,1,negative,NEUTRAL
321,321,@haerwy16 الي يشربون من ستاربكس اغنياء,يشربون ستاربكس اغنياء,,3,positive,-1,1,negative,NEUTRAL
322,322,@Halafmradio @khalidaabri @Qusai_mansour صلالة لافيها كوستا ولا ستاربكس,صلالة لافيها كوستا ستاربكس,,4,positive,-1,1,neutral,NEUTRAL
323,323,@halahzamka في يوم من الايام ستاربكس راح يقفل عندنا في السعودية,الايام ستاربكس يقفل عندنا السعودية,,5,negative,-1,-1,negative,NEUTRAL
324,324,@HalMoretti لا لا تحاوليننن !! حتى ستاربكس يعبون ثلج هههههههههههههههههههههههههههه,تحاوليننن ستاربكس يعبون ثلج هههههههههههههههههههههههههههه,,5,positive,-1,1,negative,NEUTRAL
325,325,@hamadtion حتى مصاصين الدماء يشربون ستاربكس؟!,مصاصين الدماء يشربون ستاربكس,,4,positive,-1,1,negative,NEUTRAL
326,326,@hamza_hamed7 عنا كوكيز ستاربكس الي طعمو بقرف🙂 https://t.co/F4bSLzfUxn,عنا كوكيز ستاربكس طعمو بقرف,['🙂'],5,negative,-1,-1,negative,NEGATIVE
327,327,@hanen77700 @Dodo_Sobhi هيه اللى مزعلنى مش راضيه تعملى نسكافيه 😔😂😂😂,هيه اللى مزعلنى مش راضيه تعملى نسكافيه,"['😂', '😔']",7,positive,-1,1,negative,NEGATIVE
328,328,@hanykhairat00 لاااا ماهو مافيش نسكافيه خلص,لاااا ماهو مافيش نسكافيه خلص,,5,positive,-1,1,neutral,NEUTRAL
329,329,@harahshehfarah @Malekramadaan ستاربكس مطبعين مع اسرائيل ايش مالك انجنيتي,ستاربكس مطبعين اسرائيل ايش مالك انجنيتي,,6,negative,-1,-1,negative,NEUTRAL
330,330,@hashemabelzain + كواليتي ستاربكس بقت فالنازل,كواليتي ستاربكس بقت فالنازل,,4,positive,-1,1,negative,NEUTRAL
331,331,@HatemOrans اي ستاربكس لما زاد سعره قاطعناه لي يومك 😎,ستاربكس زاد سعره قاطعناه يومك,['😎'],5,positive,-1,1,negative,POSITIVE
332,332,@Helyyil حتى دانكن نحف و انا لا,دانكن نحف انا,,3,negative,-1,-1,neutral,NEUTRAL
333,333,"@Helyyil دانكن
لكل من هب ودب
😂😂😂",دانكن لكل هب ودب,['😂'],4,negative,-1,-1,negative,POSITIVE
334,334,@Helyyil دانكن …. لكل الخرفان,دانكن لكل الخرفان,,3,negative,-1,-1,negative,POSITIVE
335,335,@Helyyil دانكن الجاهلية يساوم كوب بالغنمة,دانكن الجاهلية يساوم كوب بالغنمة,,5,negative,-1,-1,negative,NEUTRAL
336,336,@Helyyil دانكن المفروض قبل يغيرون شعارهم يعقدون دورات للتعامل مع الزبائن اكثر من فرع اروح له واواجه مشكلة ومشادات مع الزبائن فضلاً عن اسلوب تلقيهم للطلبات.,دانكن المفروض يغيرون شعارهم يعقدون دورات للتعامل الزبائن فرع اروح واواجه مشكلة ومشادات الزبائن اسلوب تلقيهم للطلبات,,17,negative,-1,-1,neutral,NEUTRAL
337,337,@Helyyil دانكن تخليك انت والخروف واحد,دانكن تخليك انت والخروف,,4,negative,-1,-1,negative,NEGATIVE
338,338,"@Hessa32201879 @ksa_01122 @Celebrty_0 ياحبيبي هو لو معطيني دله ب 40 انا بسكت اما انه يعطيني كوب مايتعدى 300 مل و ب25 لا والله معليش لو قايل 18 ولا 14 سلكنا لكم 

و على فكرة منتم احسن من دانكن، يخدمك 24 س
و اكبر كوب قهوة ب 16 بطلوا تسرقون العالم بس",ياحبيبي معطيني دله انا بسكت يعطيني كوب مايتعدى مل ب والله معليش قايل سلكنا فكرة منتم احسن دانكن يخدمك اكبر كوب قهوة بطلوا تسرقون العالم,,25,negative,-1,-1,negative,MIXED
339,339,@hfc_yg دانكن ماعندهم v60 ياخي مشكلة,دانكن ماعندهم v ياخي مشكلة,,5,negative,-1,-1,negative,NEGATIVE
340,340,@hhiooooq ماجربتي اللي محشيه توت تعتزلين دانكن,ماجربتي اللي محشيه توت تعتزلين دانكن,,6,negative,-1,-1,negative,NEUTRAL
341,341,@hideeepewei شخصيتها بالضبط معرف بس من بعد مقطع ستاربكس وهي مستفزتني مرره,شخصيتها بالضبط معرف مقطع ستاربكس مستفزتني مرره,,7,negative,-1,-1,negative,POSITIVE
342,342,@hk_09z كيف تشربو قهوه ستاربكس المحروقه😵‍💫,تشربو قهوه ستاربكس المحروقه,['😵\u200d💫'],4,positive,-1,1,negative,NEUTRAL
343,343,@hk_k87 @puierq عاد يقولوا اسوأ شيء حقت ستاربكس,يقولوا اسوا شيء حقت ستاربكس,,5,negative,-1,-1,negative,NEUTRAL
344,344,@hni9717 شكرًا جددتي حقدي على دانكن والدكتوره,شكرا جددتي حقدي دانكن والدكتوره,,5,negative,-1,-1,negative,POSITIVE
345,345,@hniungi ما قد ذقته بس كلهم يقولوا حق ستاربكس سيء جربي من مكان ثاني,ذقته كلهم يقولوا حق ستاربكس سيء جربي مكان,,8,negative,-1,-1,negative,NEGATIVE
346,346,@Hnjk78882554 سمي بن قهوة سوداء ميديم روست من دانكن سعرها 65,سمي قهوة سوداء ميديم روست دانكن سعرها,,7,negative,-1,-1,neutral,NEUTRAL
347,347,@ho_ur15 حق ستاربكس سيء اصلا,حق ستاربكس سيء اصلا,,4,negative,-1,-1,negative,NEGATIVE
348,348,@HolyAhmd حق ستاربكس قبيح لكن لو يعجبك السعر يقهر جد,حق ستاربكس قبيح يعجبك السعر يقهر جد,,7,negative,-1,-1,negative,POSITIVE
349,349,@htmnstzwl2035 ستاربكس زاد سعر القهوه 😂😂,ستاربكس زاد سعر القهوه,['😂'],4,positive,-1,1,negative,NEGATIVE
350,350,@HungerStation  طلبت من دانكن وجاني مكسور💔💔 https://t.co/ILuT0Eoevd,طلبت دانكن وجاني مكسور,['💔'],4,negative,-1,-1,negative,NEUTRAL
351,351,@HungerStation اشتركت وشلتو ستاربكس من التوصيل قهرتوني مره مره مره,اشتركت وشلتو ستاربكس التوصيل قهرتوني مره مره مره,,8,negative,-1,-1,negative,NEUTRAL
352,352,@HungerStation طلبت من دانكن والاوردر تاخر زيادة عن الوقت المحدد !!,طلبت دانكن والاوردر تاخر زيادة المحدد,,6,negative,-1,-1,negative,NEUTRAL
353,353,@hunterschar حقه ستاربكس يا اضافات يا لا تشربها,حقه ستاربكس اضافات تشربها,,4,positive,-1,1,neutral,NEGATIVE
354,354,@hunterschar منجد ما احب حقت ستاربكس مره مو حلوه,منجد احب حقت ستاربكس مره مو حلوه,,7,negative,-1,-1,positive,POSITIVE
355,355,@i__rafal وانتم تاكلون دونات من دانكن وقهوه تجيب الخفقان,وانتم تاكلون دونات دانكن وقهوه تجيب الخفقان,,7,negative,-1,-1,negative,NEGATIVE
356,356,"@i_asb1 دانكن وبس❤️
قهوة ستار تجيب العله",دانكن وبس قهوة ستار تجيب العله,['❤️'],6,negative,-1,-1,negative,NEUTRAL
357,357,@i_i_All دانكن أغلب مشروباته سيئة 😖😖,دانكن اغلب مشروباته سيئة,['😖'],4,negative,-1,-1,negative,NEGATIVE
358,358,@i14AB_ اكيد بس دانكن ماعندهم مشروب بارد كويس 😭,اكيد دانكن ماعندهم مشروب بارد كويس,['😭'],6,positive,-1,1,neutral,POSITIVE
359,359,@i14nn اول شي حسبته مشروب من ستاربكس حمدالله ما حفظته,شي حسبته مشروب ستاربكس حمدالله حفظته,,6,positive,-1,1,positive,POSITIVE
360,360,@i14nn والله قبل امس شاربتها ومن دانكن ومعبيه المطاره حقي ولا فاد 💔😔 قال يحارب الاكتئاب قال,والله شاربتها دانكن ومعبيه المطاره حقي فاد يحارب الاكتئاب,"['💔', '😔']",9,negative,-1,-1,positive,MIXED
361,361,@i1ike_ بس جربيها من مكان كويس ، لا تكون اول تجربتك من ستاربكس,جربيها مكان كويس تجربتك ستاربكس,,5,positive,-1,1,neutral,NEUTRAL
362,362,@iamsuhaiil ستاربكس يدعم الصهاينه,ستاربكس يدعم الصهاينه,,3,positive,-1,1,negative,NEUTRAL
363,363,"@IAseeer فيه ناس تعشق الزحمة وكأن فيه توزيع هدايا 

أنا كنت ماشي في المحالة وتفاجئة بالزحمة عند دانكن ألي مقابل مستشفى الولادة ومشيت بأتجاه الملعب وحصلت فرع دانكن مقابل إدارة المجاهدين مافيه ولا سيارة قدامي 

فالموضوع يأخوان مثل ماذكرت مسبقاً حب الأنتظار وسوء الفهم بأن فيه توزيع هدايا",ناس تعشق الزحمة توزيع هدايا انا كنت ماشي المحالة وتفاجئة بالزحمة دانكن مستشفى الولادة ومشيت باتجاه الملعب وحصلت فرع دانكن ادارة المجاهدين مافيه سيارة قدامي فالموضوع ياخوان ماذكرت مسبقا حب الانتظار وسوء الفهم توزيع هدايا,,35,negative,-1,-1,negative,POSITIVE
364,364,@ibrr94 والمصيبة يجيك واحد ماجرب الا ستاربكس ويقولك انت ماتفهم,والمصيبة يجيك ماجرب ستاربكس ويقولك انت ماتفهم,,7,negative,-1,-1,negative,NEGATIVE
365,365,@icannotsay1 @OthmaNasser @m_albahly @HassanAlalewee دانكن عشانه رخيصة ماشي سوقه لا طعم لا مزاج .,دانكن عشانه رخيصة ماشي سوقه طعم مزاج,,7,negative,-1,-1,negative,NEGATIVE
366,366,@icastus0 اذكر قد شربته حالي بزيادة حق دانكن,اذكر شربته حالي بزيادة حق دانكن,,6,negative,-1,-1,negative,NEUTRAL
367,367,@iconloly @unawy60 دانكن سيء ماعندهم الا هوت تشوكليت وجربته الصراحه كانه كابتشينو 🤢,دانكن سيء ماعندهم هوت تشوكليت وجربته الصراحه كانه كابتشينو,['🤢'],9,negative,-1,-1,negative,NEGATIVE
368,368,@ihateyouallkkk جاري مقاطعة دانكن,جاري مقاطعة دانكن,,3,negative,-1,-1,neutral,NEUTRAL
369,369,@ihateyouallkkk خيبة املي في دانكن م تتوصفش💔,خيبة املي دانكن تتوصفش,['💔'],4,negative,-1,-1,negative,NEGATIVE
370,370,@iHMS99 اظن اسوء محلات دانكن عندنا,اظن اسوء محلات دانكن عندنا,,5,negative,-1,-1,negative,NEGATIVE
371,371,@ii_hananii كله من موظفة دانكن الوصخة بعصت علي يومي,كله موظفة دانكن الوصخة بعصت يومي,,6,negative,-1,-1,negative,NEGATIVE
372,372,@ii2c___ بس مدلعينهم عندهم ستاربكس احنا قاعات ودورات مياه بس,مدلعينهم عندهم ستاربكس احنا قاعات ودورات مياه,,7,positive,-1,1,negative,NEUTRAL
373,373,@iiarwaiim @ScreenMix قهوة دانكن معطوبة بس ميزته السعر,قهوة دانكن معطوبة ميزته السعر,,5,positive,-1,1,neutral,POSITIVE
374,374,@IIB_097 @RNWatin انا طلبت بروتين دانكن وشكلي تورطت فيه لنقذوني 🥲🥲😂 https://t.co/IjGexVwpCQ,انا طلبت بروتين دانكن وشكلي تورطت لنقذوني,"['😂', '\U0001f972']",7,negative,-1,-1,neutral,NEGATIVE
375,375,@iiD8x @l__a10 دانكن البلاك فقط عندهم يشفع وعاد الأخيرة صاير محرووووق💔,دانكن البلاك عندهم يشفع وعاد صاير محرووووق,['💔'],7,negative,-1,-1,negative,NEGATIVE
376,376,@iidnlr شوف الصراحه ما جربت الا الماتشا عندهم بس كانت احلا من ستاربكس,شوف الصراحه جربت الماتشا عندهم احلا ستاربكس,,7,positive,-1,1,positive,POSITIVE
377,377,@iiiix_1l نسكافيه يجبلي ارق في بطاطس,نسكافيه يجبلي ارق بطاطس,,4,positive,-1,1,negative,NEGATIVE
378,378,@iiinrrrr جربت حق ستاربكس سيء جدا,جربت حق ستاربكس سيء,,4,negative,-1,-1,negative,NEGATIVE
379,379,@iiivll__ اسفه لكل شخص يحب الدونات بس الدونات اسوء شي ذقته بحياتي يا ان دانكن اسوء من يقدم الدونات ذقته اكثر من مره عندهم ومن اكثر من فرع وبكل مره ارجف من سوء الطعم يييع تذكرته الله يكرم النعمه🤢,اسفه لكل شخص يحب الدونات الدونات اسوء شي ذقته بحياتي دانكن اسوء يقدم الدونات ذقته مره عندهم فرع وبكل مره ارجف سوء الطعم يييع تذكرته الله يكرم النعمه,['🤢'],28,negative,-1,-1,negative,MIXED
380,380,@iiivll__ بقهوة دانكن اللي عليها خصم ههههههههه,بقهوة دانكن اللي خصم ههههههههه,,5,negative,-1,-1,neutral,NEUTRAL
